username,region,age,gender,haircolor,complexion,undertone,eyecolor,rating,review_time,quality_rating,value_rating,title,content,recieved_sample_points,puchase_again,recommend
allyannette,"tucson, arizona",18 to 24,,Medium Brown,Light,Neutral Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,,I got these in an influenster box and they’re SO NICE! I loveee the formula it’s super light weight and the colors i received are fantastic!,No,Yes,Yes
KPirneRemacle,Kansas,25 to 34,,Dark Blonde,Fair,Warm Undertone,Blue,3 out of 5 stars.,a year ago  ,5,5,Too drying,"When I first tried this lipstick, it burned really badly on my lips. They were quite chapped from the winter air, and this lip colour did not prove to aide in their recovery AT ALL... not that it claims to, but “lips on fire” was my first reaction, so I figured I would mention it first.",Yes,No,No
Turnersbeauty,"Orlando,Fl",18 to 24,,Burgundy,Medium,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Has potential,My opinion- I want to start off by saying I love the packaging and the lip applicator. It made applying the ink so easy and effortless. The formula is definitely light weight you don't feel it (at first) it just feels like your bare lips. I did realize it's not a MATTE formula like your standard liquid lipstick or like the photo shown. The ink does transfer but after it's done transferring it tints/stains the lips. Once it goes to that stage I feel like my lips started to get super super dry. It got really uncomfortable to wear. These inks remind me of the YSL lip stains just more affordable. I would definitely keep them in my bag as a touch up lipstick just for the staining affect. Out of five stars I give it 3 1/2 stars I like Completely matte no transfer lips. I received these products complimentary to try and review,Yes,Yes,Yes
Lingoswife,Providence RI,25 to 34,,Dark Brown,Light,Neutral Undertone,Green,5 out of 5 stars.,a year ago  ,5,5,Perfect Red,"I dont usually wear red liptick because it always either comes off, dried out your lips, gets on your teeth, etc..i could keep going.. But i recieved this product for free in return for my honest review and im so glad i got to try it because i love it! It does none of the things i mentioned above. My favorite feature is that it does not dry out your lips at all. They feel moisturized yet the liptstick still doesnt come off. Its Perfect!",Yes,Yes,Yes
Cm12,"Chicago, IL",18 to 24,,Light Blonde,Fair,Cool Undertone,Green,4 out of 5 stars.,a year ago  ,5,5,Good color,"I really liked the colors that are offered and thought it lasted a really long time. The pink/purple color is really pretty on. This did dryout my lips a little, but nothing chapstick couldn’t help. i recurved this product as a trail and overall am really happy with it.",Yes,Yes,Yes
Niicccole,Long Beach,18 to 24,,,Light,Warm Undertone,Blue,4 out of 5 stars.,a year ago  ,5,5,Matte lips,"I received three different color samples to try on. To start it off with I’m not a big fan of Matte lipstick, I don’t really like how the texture is when you put it on but the results are always worth it ! I definitely would recommend to a friend. The colors look perfect after applying",Yes,Yes,Yes
Mikalyn26,"Seattle, WA",18 to 24,,Medium Blonde,Light,Warm Undertone,Green,4 out of 5 stars.,a year ago  ,5,5,Long lasting,I am a fan. I really loved how this color worked with my skin tone and the applicator was great. I didn't like it for the red because it got too messy but for a regular color it was great. My only complaint is the amount of time it took to dry down. It stays pretty wet for several minutes. Which means it's more time for me to accidentally mess it up. It lasted through my work shift including my lunch without being reapplied. I would purchase this on my own. I received this complimentary to write a review.,Yes,Yes,
Hellofelecia,"West Palm Beach, FL",25 to 34,,Dark Brown,Deep,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Great Colors,"Rich colors and lasts for a decent amount of time. Beautiful matte finish, I’m worth it is one of my favorite tones.",Yes,Yes,Yes
pmonty15,,18 to 24,,Darkest Brown,Light,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Best Yet!!,I am not one for matte lipsticks. They always dry and look terrible. BUT this liquid lip is the best I’ve ever had!! 10/10 would recommend to everyone looking for a new lip.,Yes,Yes,Yes
Ashlynsully,"AUSTIN, Texas",18 to 24,,Light Blonde,,Cool Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,FINALLY A LIPSTICK THAT DOESNT FEEL CLUMPY,The color payout is AMAZING! It felt like I wasn’t even wearing lipstick all day which is a HUGE plus! I can’t wait to get them all! I would totally recommend to all my girlfriends! Perfect shades for any occasion! I received this free from Influenster in exchange for my honest review!,Yes,Yes,Yes
kirasimone,"Irvine, CA",18 to 24,,Dark Brown,Fair,Cool Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,"Lightweight, not drying","I’m not someone who wears liquid lipstick because of how heavy and drying they normally are. But this one is easily the best I’ve used since it felt almost like I wasn’t wearing anything on my lips, wasn’t drying, and the color was very pigmented. I definitely recommend.",Yes,Yes,Yes
Llynn,"Charleston, SC",35 to 44,,Darkest Brown,Light,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Really great!,I received this product complementary to test and I really like it. I especially like the applicator. It is easy to apply and the angled shapes brush glides on so smooth. It is so light weight; feels like I am not wearing anything on my lips. I recommend it!,Yes,Yes,Yes
mackyoung15,"Champaign, IL",18 to 24,,Light Brown,Light,Neutral Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Wonderful product!,I have found my new holy grail drug store lip product! The formula is so thin and weightless but delivers amazing color to the lips. I love the ability for this product to look natural for everyday use but also can be built up for a super bold red lip. Product goes on like a liquid lip and is very thin and almost slick and hydrating but then dries down for a matte lip stain like look. I received three shades complimentary to test out and review via influenster. So happy to try this product and I would definitely recommend!,Yes,Yes,Yes
Amollway,"Austin, TX",25 to 34,,Light Brown,Light,Warm Undertone,Green,5 out of 5 stars.,a year ago  ,5,5,I LOVE this formula,I received 3 different shades and love this formula! It goes on so easy and the wand makes it even easier to outline my lips. The colors look great on any skin color and last for hours. The formula was super comfortable to wear and I didn’t even feel it on my lips. I would most definitely recommend this product to anyone. I received this product complimentary for testing purposes.,Yes,Yes,Yes
gilbekat,"Orlando, FL",25 to 34,,Burgundy,Fair,Neutral Undertone,Green,3 out of 5 stars.,a year ago  ,5,5,It's meh,"I received this product complementary to try. I got three colors, two of which were pretty similar and then a red. They went on nice, they are lightweight but they really stain your lips. Not in a fun way. Like the mauve left a hot pink stain and the red left an orange tint. If that's why you're looking for than these do a great job.",Yes,No,No
jkkim,"Raleigh, North Carolina",18 to 24,,Darkest Brown,Light,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,,"I have dry and chapped lips all year long so I hate matte liquid lipsticks. Most of the liquid lipsticks I tried were too drying and showed the dry patches on my lips. However, this product does none of that! It glides on smoothly and it is not too overly drying! The color is beautiful also! I would recommend this to a friend.",No,Yes,Yes
Lala1315,"Knoxville, TN",18 to 24,,Darkest Brown,Medium,Neutral Undertone,Dark Brown,3 out of 5 stars.,a year ago  ,5,5,Meant for layering,Got this in the mail as part of my influenster box. They look so cute and definitely are very wearable colors. Looks best with an additional gloss or lip balm. Would not wear by itself.,Yes,No,Yes
Nickilee,"Atlanta, GA",45 to 54,,Medium Blonde,Light,Neutral Undertone,Blue,4 out of 5 stars.,a year ago  ,5,5,Beautiful colors!,"I received three shades. A very neutral beige, a nude pink and a bright red. Even with my fair complexion all three colors looked very nice on. Application was a breeze due to the specific shaped applicator, it went on smooth and easy. No pulling, drying or stickiness. The colors were intense and vibrant, no noticeable scent or taste. It felt like absolutely nothing was on my lips which was a bit unnerving yet nice at the same time! So I had high hopes that this would be my new favorite lip product. Unfortunately it wasn’t meant to be....within a short time there was slight feathering around the outline of my mouth (tried with and without lipliner) and then came the big test - food - it did leave a smudge on my coffee mug and didn’t survive a sandwich and soup. By the end of lunch on several days both nude shades had completely vanished and the red one left a bit of a stain on my lips. Reapplication was easy but it’s not always the best solution. So I am a bit torn about this product. There are several things I truly liked but just not enough to buy them. I received these lip products complimentary in exchange for an honest review. Thank you for giving me the opportunity :)",Yes,No,Yes
Fatima Nasaif,NY,25 to 34,,Dark Brown,Medium,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,So light weight,"It is little bit patchy, that’s why I always use a lip liner prior application. Otherwise It is a good liquid lip and I love the nude and the mauve shade I received this product complimentary for review purposes.",Yes,Yes,Yes
Kath0183,"St. Louis, MO",35 to 44,,Medium Brown,Light,Neutral Undertone,Hazel,4 out of 5 stars.,a year ago  ,5,5,Long lasting coverage,"This is the longest lasting liquid lipstick I’ve ever tried. The coverage is amazing and it lasts ALL DAY - sometimes even longer. I wore “I Create” and never had to touch it up. There was a bit of transfer but not enough to create an issue. It wasn’t drying at all.
I did receive this as a complimentary product to try but my opinions are my own and 100% honest.",Yes,Yes,Yes
Staceybeauty,,25 to 34,,Dark Brown,Light,Warm Undertone,Green,5 out of 5 stars.,a year ago  ,5,5,,I had a few different shades to try and I loved every one! The formula is thin but very pigmented. It feels like I am not even wearing anything. It dries down matte and doesn't dry my lips out. Long lasting. I received this complimentary to review. So happy I did because it is my new fav.,No,Yes,Yes
Fanchette,Idaho,25 to 34,,Dark Brown,Fair,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Feels like nothing is there,"The colors I tried were beautiful and not sheer at all, and the product felt like nothing at all was on my lips. It did wear off in a couple of hours, which is why I'm only giving 4 stars, but otherwise, for the price this is a great product I would recommend.
I received this product complimentary for testing. Opinions are my own.",Yes,Yes,
CourtRob,Ohio,25 to 34,,Light Blonde,Medium,Warm Undertone,Blue,3 out of 5 stars.,a year ago  ,5,5,Good lip color!,"I received this liquid lip for free through Influenster and I have to say it’s not my favorite, BUT I do enjoy wearing it. The colors are perfect and the texture of the lipstick is amazing. However I did find myself needing to reapply every couple of hours, which is a huge downfall.",Yes,No,Yes
Kaylaann17,North Dakota,25 to 34,,,Light,,Green,5 out of 5 stars.,a year ago  ,5,5,So Smooth!,I received this item complementary from influencer and I am so happy about the colors they sent me. This matte lip wear goes on so smooth and dries so fast. Highly recommend! #RougeSignature #LOrealMakeup #complimentary #contest @Influenster @LOrealMakeup,Yes,Yes,Yes
SBH03,KY,25 to 34,,Medium Brown,Medium,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,In love!,"I received these for free in return for my honest review. First, the packaging is simple and beautiful. The product applies perfectly with the pointed applicator, eliminating the need for a liner. They have great color payoff, buildable, long lasting and the best part: SO COMFORTABLE. They legit feel like a silky lip balm. Will purchase other colors for sure.",Yes,,Yes
Bibi R,"Riverside, CA",25 to 34,,Dark Brown,Medium,Warm Undertone,Dark Brown,3 out of 5 stars.,a year ago  ,5,5,Ok,I recieved this product free for testing purposes. I was very excited to try these colors because I am all things matte! Unfortunately these are not really matte. They have a somewhat shiny finish but it is very light weight & moisturizing. I sometimes forgot I even had it on. The applicator brush is also helpful. I only gave it 3 stars because I really would've wanted the matte finish as it's advertised,Yes,No,No
Shanntheresa,"Philadelphia, Pa",18 to 24,,Medium Blonde,Light,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,Incredible,"I am so obsessed with this lipstick. At first I thought “oh another liquid lipstick” but NOPE this one is different and SO amazing!! The texture truly is lightweight like none I’ve ever tried before. It doesn’t look cakey, goes on so smooth, and doesn’t dry your lips out! Especially important with the natural colors, the texture is so natural and feels and looks amazing. Received this for testing purposes but I am definitely buying more colors because I can’t get enough of this lippie!!!!",Yes,Yes,Yes
Katenos,"Wasminster, PA",25 to 34,,Dark Brown,Light,Warm Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Long - lasting!,I love this lipstick. Lasted all night on New Year’s and the colors are gorgeous!! I received this product for free in exchange for my honest review.,Yes,Yes,Yes
Dee1187,"New York, New York",25 to 34,,Dark Brown,Medium,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,,"I received these products complimentary for testing purposes. I absolutely love them. These lippies are the perfect lightweight liquid lipsticks for any occasion. The brand NEW L'Oréal Paris Rouge Signature Liquid Lipstick is high pigmented, has a matte finish, and long-lasting.",No,Yes,Yes
Royalty,New York,18 to 24,,Dark Brown,Medium,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Cute colors!,I started using the rouge signature lipsticks and i was impressed with the mossy lightweight texture thta they had. I liked the colors.,Yes,No,Yes
Brynnpennell,"Columbiana, OH",18 to 24,,Medium Brown,Medium,Warm Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,LOVE THIS MATTE LIPSTICK!,"I got this as a complimentary testing gift from Influenster, and boy L’Orreal did not fail to amaze! The lightweight finish makes me forget I have lipstick on and lasts forever! Love it!!!",Yes,Yes,Yes
Stephj19,California,18 to 24,,Medium Blonde,Light,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,,These lip colors look so elegant on! Best way to spice up any look!,No,Yes,Yes
Sandy6305,Webster MA,45 to 54,,Light Blonde,Medium,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,,"I bought these in my local cvs last week thinking they were lip glosses, LOL! I tried one on and said, ohhh these feel soft and I loved the colors. It wasn't until a few minutes later when it didnt wear off when I realized it was a matte lip! OMG, let me just tell you, I am 53 years old and have never found a matte lip I like. These are HEAVEN and I am completely blown away by this product. Beautiful colors, super light-weight, non drying and excellent doe foot applicator. I don't know how you did it Loreal, but keep up the great improvements because I'm worth it! LOL",No,Yes,Yes
Ericaheimer,"Nevada,mo",25 to 34,,Medium Blonde,Fair,Cool Undertone,Blue,4 out of 5 stars.,a year ago  ,5,5,Not bad at all,The color payout was great but I had to reapply after eating and drinking. It didn’t transfer except for when I wiped my lips. I received this in a voxbox from Influenster.,Yes,,Yes
Lupe170,Michigan,18 to 24,,Burgundy,Light,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Good product,I was sent this product by Influenster and it is a very long lasting matte lipstick. It isn’t sticky like most drug store lipsticks. The only thing about this lipstick is that it is very liquidy at first and it is very drying on the lips.,Yes,Yes,Yes
lesliebanuelos,Buena Park,18 to 24,,Dark Brown,Fair,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Love the Feeling,I love this formula it is so long wearing and comfortable. I strayed away from liquid lipsticks due to the dryness and cracking I was getting however this formula is life changing!,Yes,Yes,Yes
Glambygianna,"Atlantic city, nj",18 to 24,,Black,Medium,Neutral Undertone,Green,5 out of 5 stars.,a year ago  ,5,5,,"Finally a matte lipstick that DOESN'T dry out your lips! Yup you read that right. I am a huge matte lipstick girl, I actually won't wear anything on my lips before I ever wear gloss. My favorite and go to for years has always been ""whirl"" by Mac. The color is beautiful and I've never found a shade that can compare. The downside, it destroys my lips. Like really really destroys them. ""I create"" one of the rogue shades by L'Oreal is literally a dupe in shade for whirl. I'll actually still use the whirl pencil to outline my lips and then apply the rogue liquid lipstick and you wouldn't know the difference. I have worn this lipstick at work 6-7 hours in a nightclub setting for two full weekends now and I am a HUGE fan. From the shape and texture of the brush to the application and scent, not a single complaint. I will absolutely be purchasing more in the future.",No,Yes,Yes
Liceth0024,"Tampa,Florida",18 to 24,,Medium Brown,Medium,Neutral Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Gorgeous lipstick,I got this as a complimentary gift and i absolutely love it. I love that it last a long time up to more than 6 hours. I also love the matte finish and you don’t even feel the lipstick.,Yes,Yes,Yes
DeAnna A,Seattle,35 to 44,,Dark Brown,Fair,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,Love!,Loved these! The application is easy with the wand and I only had to dunk once or twice for the two nude/mauve colors I received. The red was a bit thinner and was a bit streaky so it was a little more difficult to work with. This does transfer! And the red is more pink once it starts to come off. But they look beautiful on. I received these complimentary thru Influencer to review but all my thoughts are my own.,Yes,Yes,Yes
Ella enchanted,Miami,25 to 34,,Medium Brown,Fair,Neutral Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,Amazing lipstick,I am so amazed by these lipsticks! They have a beautiful shade range and dry down without drying your lips. The colors lasts all day and looks very natural. Packaging feels luxurious. They remind me of a better version of the benefit lip tints! They have a slight smell but it's not overpowering. I received this product complimentary for testing purposes.,Yes,Yes,
Amber3711,"Sylva, NC",18 to 24,,Medium Blonde,Fair,Neutral Undertone,Green,2 out of 5 stars.,a year ago  ,5,5,Stains your lips,"The color is beautiful but they stain your lips very badly! They are not matte either, they are very glossy. However they feel very light on the lips unlike a gloss. If you don’t mind glossy and stained lips you will like these. They are long lasting only because they stain, but they are pretty. I received this product for free for testing",Yes,Yes,Yes
rosiepruneda,Mcallen tx.,18 to 24,,Light Brown,Fair,Cool Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Recommend,I recieved this lipstick from influenster for free & omg i loved them i got 3 free. 2 nudes & a red. Theyre so soft & creamy they do not have clumps when you put them on. & they smell good as well,Yes,Yes,Yes
Mmoyeton,"Orlando, fl",25 to 34,,Medium Brown,Medium,Warm Undertone,Green,5 out of 5 stars.,a year ago  ,5,5,Obsessed,"Obsessed with this product! The colors , the long lasting non lip drying formula ! I love it !",Yes,Yes,Yes
Makeup news,New Jersey,18 to 24,,Dark Brown,Medium,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Love the texture,I got 3 of these liquid lipsticks and I did not expect the formula to be good. At first it feels like a gloss but then it dries out to matte. It is very comfortable on the lips and the colors are beautiful. I received this on a complementary voxbox by Influenster with the purpose of reviewing this product.,Yes,Yes,Yes
Ahuynh2002,,18 to 24,,,Light,,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,So smooth and not drying,"I received three of these L’Oréal liquid lipsticks and am so glad that I did! I finally tried them on today and they felt AMAZING on my lips. I wouldn’t call myself a liquid lipstick expert but I do own a fair amount of different liquid lipsticks from a variety of different brands (ex. Buxom, Guerlain, Colourpop, etc.) but the L’Oréal one takes the cake. It’s not drying at all and the colors are beautiful. I highly recommend this to everyone.",Yes,Yes,Yes
EvaHearts612,Massachusetts,25 to 34,,Medium Brown,Light,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,So so good!,"I am such a fan of these! I create and I rule shades are my absolute favorite! They go on so smoothly and don’t dry your lips out, which is huge in the winter! They are long lasting and the color is absolutely gorgeous! I received this product complimentary for testing, but I absolutely will be purchasing these when I run out!",Yes,Yes,Yes
Danilabory,"Fort Lauderdale, Florida",25 to 34,,Light Blonde,Medium,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,"Great Colors, long lasting, matte finish","A Must LIPSTICK
.
.
I can’t live without lipstick... well and you know without mascara either !!
.
.
But this time I received #RougeSignature lipsticks from @LOrealMakeup @Influenster and at the begging I wasn’t sure but know I love it because it’s like you feel like you are not wearing any lipstick but guess what? YOU ARE
.
.
It has a matte finish that I love and it’s no sticky
.
.
All three colors are amazing and I truly #recommend this product it won’t disappoint you! the only cons is that is a little dry
.
.
.
.
.
.
.
.",Yes,Yes,Yes
ksc2,,18 to 24,,Auburn,Fair,Neutral Undertone,Blue,3 out of 5 stars.,a year ago  ,5,5,Pretty good,This applies amazing. So easy to put on and applies evenly. Isn’t very long lasting and do not recommend for dry lips. Was very drying for me and cracked pretty quickly,Yes,Yes,Yes
Lilauggie4,Maine,25 to 34,,Light Blonde,Light,Warm Undertone,Hazel,2 out of 5 stars.,a year ago  ,5,5,Not as vibrant as expected,"I received three colors via Influenster to test. I was pretty excited to get them because they look beautiful in advertising. But I was pretty disappointed, I felt the colors were not as vibrant as expected. The product is soft and doesn’t really dry your lips which is good but I was expecting a bit more and unfortunately was disappointed in the end result.",Yes,No,No
Anita Aguilar,Delaware,35 to 44,,Dark Blonde,Light,Neutral Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Amazing!!!,"I love this, beautiful colour in a very comfortable finish, long duration.",Yes,No,Yes
fashionaddiction1,"New york, nt",18 to 24,,,,,,4 out of 5 stars.,a year ago  ,0,0,Beautiful color,I was gifted this product by Influenster. I really really love the color of this product and the applicator makes it easier to apply.,Yes,,Yes
Halfcaff25,"Atlanta, GA",18 to 24,,Light Blonde,Fair,Cool Undertone,Blue,4 out of 5 stars.,a year ago  ,5,5,Love it!,I received three complimentary shades to try in exchange for my honest review. Honestly I was surprised about how much I love these lip products! They feel more like a stain than a typical matte lipstick so they aren't as drying and flaky as some of the others I tried. This is a product that I regularly reach for and I will probably buy more!,Yes,Yes,Yes
AMC614,,18 to 24,,Dark Blonde,Fair,Cool Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,Amazing,"This is the only lip color that doesn’t rub off and dry my lips out terribly. It looks amazing and I love the design of the brush, it makes it so easy to apply! I received this product complimentary for testing purposes",Yes,Yes,Yes
Powell622,,25 to 34,,Medium Brown,Light,Neutral Undertone,Hazel,4 out of 5 stars.,a year ago  ,5,5,Easy to use long lasting color!,I was able to try 3 different shades of this product for free through Influenster. I’m glad they sent these to me because the color lasts throughout the day and I don’t have to keep reapplying. It goes on smoothly and dries quickly. The only thing I didn’t like was that it felt a little sticky on my lips at first.,Yes,Yes,Yes
lavc,,25 to 34,,Soft Black,Medium,Warm Undertone,Dark Brown,2 out of 5 stars.,a year ago  ,5,5,"Great concept, disappointing outcome","First, I'd like to say that I got three shades of these lipsticks complimentary in an exchange for a review. I really wanted to like these and the promises of long lasting lightweight color without the dryness of liquid lips was a great idea. I found, however, that this product was not long lasting. It transferred everywhere even after I let it dry for ten minutes without touching it. Even after it was gone, it left a stain, which was nice, except that it deposited color unevenly, leaving me with patchy looking lips. I will say that I loved the colors and it was very moisturising, but I don't think I will use these again.",Yes,No,No
Nicolegotitxoxo,"Atlanta, Ga",25 to 34,,Dark Brown,Medium,Neutral Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,,These matte color lipsticks are so bomb. They go on smooth and feel so nice. They don’t feel like matte lipsticks at all but they are. I recommend these to anyone. I have three colors and the compliment me so well. I received the products complimentary from Influenster.,No,Yes,Yes
Sarainic,Kcmo,35 to 44,,Dark Brown,Deep,Cool Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,,I enjoy wearing these lip colors. They are truly lightweight! Once applied they last all day literally and you can’t even feel that they are on. They do go on sheer but they are buildable. My only problem with these lip colors are that they take awhile to dry and the color payoff isn’t great with just one coat. I would definitely recommend! I did receive these complimentary for testing.,No,Yes,Yes
Aelyth,"League City, TX",25 to 34,,Medium Brown,Light,Neutral Undertone,Green,3 out of 5 stars.,a year ago  ,5,5,Ok. I have used better,"I received these three products from Influenster complimentary to try. These lipsticks are just ok. The colors are nice, the formula seems less drying than some I own and the staying power of the red is ok, but I own better.. the downfalls for me: 1) the applicator. I do not care for it. Maybe with more use it will grow on me; 2) the consistancy. Its a little liquidy for me. I had to do alot of clean up after putting it on. Depending on price, if I needed a lipstick while out and had none in my purse, these would be in the running of which drug store brand to buy.",Yes,Yes,Yes
Emcancan,Waco tx,25 to 34,,Burgundy,Fair,Neutral Undertone,Light Brown,3 out of 5 stars.,a year ago  ,5,5,It's ok. Comfy but...,This lip color is so creamy and comfy on the lips to the point i forget I'm wearing a lippie. But.... has a soapy taste and smell which does go away after it dries but can be a little much. I wish it didn't transfer so easily. I wish it has more staying power but is an Ok lippie. Not my favorite but I'm ok with touching it up so no big deal so far.,Yes,Yes,No
Zeep,Logan Ut,18 to 24,,Black,Medium,Neutral Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Awesome,The colors are so pretty there’s one color that you can’t really see on me but I absolutely love the red one. It’s lightweight and dries matte.,Yes,Yes,Yes
Melbarbie,"San Diego, CA",25 to 34,,Medium Brown,Light,Warm Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,Perfection!,"I love the texture on my lips. A small amount goes a long way, great coverage. This product never smeared. A real pleasure to have on my lips. Definatly a keeper and I would recommend it. I am fortunate to have received this product complimentary for testing.",Yes,Yes,Yes
Emmanem,"Brooklyn, NY",18 to 24,,Light Brown,Light,Neutral Undertone,Light Brown,1 out of 5 stars.,a year ago  ,5,5,,I received this product and hated it. I got 3 shades and they all smelled like paint. Too thin of a formula and not enough color payoff.,No,No,No
Ashleyymua,Perris ca,18 to 24,,Burgundy,Light,Cool Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Best lipstick 2019,I love this matte lippie it is super thin feels like i am wearing no lipstick at all which is great i recived this product for free,Yes,Yes,Yes
LOreal00,"New York, New York",25 to 34,,Copper,Medium,Cool Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Great packaging,I like the packaging of this product.,Yes,Yes,Yes
MartiniDoz,"Baltimore, md",35 to 44,,Copper,Light,Warm Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,"Light weight, non drying","This goes on with a very light feeling but lasted all day. It didn’t make my lips feel dry like many liquid lipsticks do. I’m a fan
I received this free from Influenster for testing purposes but this is an honest review",Yes,Yes,Yes
Flutegirl210,"Frisco, Texas",18 to 24,,Dark Brown,Medium,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Pleasantly Surprised!,"This came in an tester package for me in three different colors. A red, pink, and nude color. The applicator was my favorite part of this product. Although being a matte lipstick and finish, it went on as a cream and felt great on my dried up winter lips. My lips are usually sensitive to many lipsticks and this did not react at all. I would definitely recommend this product and will probably start to use more from the brand.",Yes,Yes,Yes
NiaNicole,"Louisville,ky",18 to 24,,Darkest Brown,Deep,Neutral Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Perfect Nude,"Out of 3 colors I ordered, I Create was the perfect shade for my nude lip . The matte was long lasting without drying out my lips.",Yes,Yes,Yes
Heathababe,Arizona,25 to 34,,Medium Blonde,Light,Neutral Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,So long lasting!,"I have tried two shades (I create and I am worth it) so far from these and I loved them both. I wore the red to a dinner and I was so afraid it was going to look bad because my lips were so chapped. This lipstick actually unchapped my lips and made them look good. The feel was incredible and felt like nothing was on them. I ate a huge meal with gravy and it was still good to go! Same with the I create. That one was my now favorite nude shade. I wore it to a Bachelorette and felt fierce! It lasted ALL NIGHT. Through food, drinks, sweat, and even rain. I will be getting these for my best friends’ birthday. I got these complimentary for my honest opinion.",Yes,Yes,Yes
twwitt06,"Allons, tn",25 to 34,,Medium Brown,Medium,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Superb lipstick,I love the pigment of these and how they last all day. They’re super light weight and smell amazing. They don’t dry your lips out either!,Yes,Yes,Yes
Btc0007,,25 to 34,,Light Blonde,Light,Warm Undertone,Green,4 out of 5 stars.,a year ago  ,5,5,Beautiful color!,I am blown away with the quality of this lip matte considering it’s affordable price. It glides on smoothly and flawlessly which has a a lot to do with the unique applicator. Will definitely be purchasing in multiple colors! The only reason I gave 4 stars instead of 5 is based on its longevity. Wish it would stay on a bit longer.,Yes,Yes,Yes
cc179295,"McAllen, TX",25 to 34,,Black,Light,Cool Undertone,,5 out of 5 stars.,a year ago  ,5,5,So comfortable!,"I received this free from influenster and I have to say I love it!! I am NOT a huge fan of matte lipsticks, I find my lips look dry and uncomfortable on. This formula is like butter and goes on so smooth but more importantly feels like nothing is there. This is a holy grail!!",Yes,Yes,Yes
lumelski98,"Pemberton Pines, FL",18 to 24,,Medium Brown,Fair,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,good formula,I recieved this through Influenster and it has a great formula and lasts for a good amount of time .,Yes,Yes,Yes
DamaDashFash,"Orlando, FL",25 to 34,,Medium Brown,Medium,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Most Hydrating Matte Lipstick Ever,"I recieved these gorgeous lippies complimentary for testing purposes from Influenster and I am so Happy with it. The shades are Beautiful! And they are the MOST hydrating matte liquid lipstick I have ever used in my life! It does takes a couple applications to get a really even color all over your lips as it comes off a little light at first which really is the ONLY con for me, but the color payout afterward is amazing!! It is literally like ink, no joke! You can take it off and the shade will leave a nice hint of the shade on your lips. Which I honestly like for a more natural look at times. And the wear of these lippies are so lightweight and comfortable that you will forget you are wearing lipstick. The shade selection is very nice for any skin tone. And Absolutely worth it!!",Yes,,Yes
